"","LUC_old","LUC_new"
"852","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"853","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"854","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"855","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"856","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"857","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"858","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"859","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"860","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"861","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"862","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"863","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"864","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"865","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"866","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"867","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"868","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"869","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"870","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"871","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"872","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"873","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"874","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"875","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"876","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"877","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"878","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"879","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"880","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"881","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"882","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"883","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"884","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"885","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"886","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"887","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"888","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"889","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"890","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"891","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"892","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"893","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"894","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"895","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"896","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"897","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"898","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"899","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"900","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"901","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"902","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"903","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"904","Single Family Residential Urban (before)","Other (after)"
"905","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"906","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"907","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"908","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"909","Single Family Residential Urban (before)","Other (after)"
"910","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"911","Single Family Residential Suburban (before)","Other (after)"
"912","Undefined (before)","Single Family Residential Suburban (after)"
"913","Undefined (before)","Single Family Residential Suburban (after)"
"914","Undefined (before)","Single Family Residential Suburban (after)"
"915","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"916","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"917","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"918","Undefined (before)","Single Family Residential Suburban (after)"
"919","Undefined (before)","Single Family Residential Suburban (after)"
"920","Undefined (before)","Single Family Residential Suburban (after)"
"921","Commerical / Industrial (before)","Commerical / Industrial (after)"
"922","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"923","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"924","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"925","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"926","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"927","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"928","Undefined (before)","Single Family Residential Suburban (after)"
"929","Undefined (before)","Single Family Residential Suburban (after)"
"930","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"931","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"932","Single Family Residential Suburban (before)","Other (after)"
"933","Single Family Residential Suburban (before)","Other (after)"
"934","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"935","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"936","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"937","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"938","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"939","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"940","Undefined (before)","Single Family Residential Suburban (after)"
"941","Undefined (before)","Single Family Residential Suburban (after)"
"942","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"943","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"944","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"945","Undefined (before)","Single Family Residential Suburban (after)"
"946","Undefined (before)","Single Family Residential Suburban (after)"
"947","Undefined (before)","Single Family Residential Suburban (after)"
"948","Commerical / Industrial (before)","Commerical / Industrial (after)"
"949","Commerical / Industrial (before)","Commerical / Industrial (after)"
"950","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"951","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"952","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"953","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"954","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"955","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"956","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"957","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"958","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"959","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"960","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"961","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"962","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"963","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"964","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"965","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"966","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"967","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"968","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"969","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"970","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"971","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"972","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"973","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"974","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"975","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"976","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"977","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"978","Single Family Residential Urban (before)","Other (after)"
"979","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"980","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"981","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"982","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"983","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"984","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"985","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"986","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"987","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"988","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"989","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"990","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"991","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"992","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"993","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"994","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"995","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"996","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"997","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"998","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"999","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1000","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1001","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1002","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1003","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1004","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1005","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1006","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1007","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1008","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1009","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1010","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1011","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"1012","Single Family Residential Urban (before)","Other (after)"
"1013","Single Family Residential Urban (before)","Other (after)"
"1014","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1015","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1016","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1017","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1018","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1019","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1020","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1021","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1022","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1023","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"1024","Other (before)","Other (after)"
"1025","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1026","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1027","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1028","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1029","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1030","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1031","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1032","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1033","Other (before)","Commerical / Industrial (after)"
"1034","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1035","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1036","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1037","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1038","Single Family Residential Suburban (before)","Other (after)"
"1039","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1040","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1041","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1042","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1043","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1044","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1045","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1046","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1047","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1048","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1049","Single Family Residential Suburban (before)","Undefined (after)"
"1050","Commerical / Industrial (before)","Undefined (after)"
"1051","Single Family Residential Urban (before)","Undefined (after)"
"1052","Other (before)","Undefined (after)"
"1053","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"1054","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1055","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1056","Undefined (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1057","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1058","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1059","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1060","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1061","Other (before)","Other (after)"
"1062","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1063","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1064","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1065","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1066","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1067","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1068","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1069","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1070","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1071","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1072","Other (before)","Other (after)"
"1073","Other (before)","Other (after)"
"1074","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1075","Undefined (before)","Commerical / Industrial (after)"
"1076","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1077","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1078","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1079","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1080","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1081","Single Family Residential Suburban (before)","Other (after)"
"1082","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1083","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1084","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1085","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1086","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1087","Other (before)","Other (after)"
"1088","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1089","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1090","Other (before)","Other (after)"
"1091","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1092","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1093","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1094","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1095","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1096","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1097","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1098","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1099","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1100","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1101","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1102","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1103","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1104","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1105","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1106","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1107","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1108","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1109","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1110","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1111","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1112","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1113","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1114","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1115","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1116","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1117","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1118","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1119","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1120","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1121","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1122","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1123","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1124","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1125","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1126","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1127","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1128","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1129","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1130","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1131","Single Family Residential Suburban (before)","Other (after)"
"1132","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1133","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1134","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1135","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1136","Single Family Residential Suburban (before)","Other (after)"
"1137","Single Family Residential Suburban (before)","Other (after)"
"1138","Single Family Residential Suburban (before)","Single Family Residential Urban (after)"
"1139","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1140","Single Family Residential Suburban (before)","Other (after)"
"1141","Single Family Residential Suburban (before)","Other (after)"
"1142","Single Family Residential Suburban (before)","Other (after)"
"1143","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1144","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1145","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1146","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"1147","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"1148","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1149","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1150","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1151","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1152","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1153","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1154","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1155","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"1156","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1157","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1158","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1159","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1160","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1161","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1162","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1163","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1164","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"1165","Undefined (before)","Single Family Residential Suburban (after)"
"1166","Undefined (before)","Single Family Residential Suburban (after)"
"1167","Single Family Residential Suburban (before)","Other (after)"
"1168","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1169","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1170","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1171","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1172","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1173","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1174","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1175","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1176","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1177","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1178","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1179","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1180","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1181","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1182","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1183","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1184","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1185","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1186","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1187","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1188","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1189","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1190","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1191","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1192","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1193","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1194","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1195","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1196","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1197","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1198","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1199","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1200","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1201","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1202","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1203","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1204","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1205","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1206","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1207","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1208","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1209","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1210","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1211","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1212","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1213","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1214","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1215","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1216","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1217","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1218","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1219","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1220","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1221","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1222","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1223","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1224","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1225","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1226","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1227","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1228","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1229","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1230","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
